relative_path,extension,category,label,note
eval_res/human/eval_metrics_04_21_10_22.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_22.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_25.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_29.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_29.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_37.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_37.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_39.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_39.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_41.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_41.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_43.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_43.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_45.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_45.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_47.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_47.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_48.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_48.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_57.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_57.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_59.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_59.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_05.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_05.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_06.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_06.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_08.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_08.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_14.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_15.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_15.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_24.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_24.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_29.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_29.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_30.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_30.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_32.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_32.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_34.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_34.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_35.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_35.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_40.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_11_40.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
LLM_Agent.py,.py,C,legacy_python,Python source not directly matching requested IRP baseline set; reference only
meirp_madrl/__pycache__/train_v2.cpython-39.pyc,.pyc,D,tooling_cache_metadata,IDE/cache/tool metadata; no MEIRP algorithm value
meirp_madrl/algorithms/__init__.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/algorithms/__pycache__/__init__.cpython-39.pyc,.pyc,D,tooling_cache_metadata,IDE/cache/tool metadata; no MEIRP algorithm value
meirp_madrl/algorithms/__pycache__/iql.cpython-39.pyc,.pyc,D,tooling_cache_metadata,IDE/cache/tool metadata; no MEIRP algorithm value
meirp_madrl/algorithms/__pycache__/qmix.cpython-39.pyc,.pyc,D,tooling_cache_metadata,IDE/cache/tool metadata; no MEIRP algorithm value
meirp_madrl/algorithms/__pycache__/vdn.cpython-39.pyc,.pyc,D,tooling_cache_metadata,IDE/cache/tool metadata; no MEIRP algorithm value
meirp_madrl/algorithms/iql.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/algorithms/qmix.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/algorithms/vdn.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/checkpoints/iql/best.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/iql/ep1000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/iql/ep1500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/iql/ep2000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/iql/ep2500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/iql/ep3000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/iql/ep3500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/iql/ep4000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/iql/ep4500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/iql/ep500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/iql/ep5000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/iql/final.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/qmix/best.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/qmix/ep1000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/qmix/ep1500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/qmix/ep2000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/qmix/ep2500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/qmix/ep3000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/qmix/ep3500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/qmix/ep4000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/qmix/ep4500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/qmix/ep500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/qmix/ep5000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/qmix/final.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/vdn/best.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/vdn/ep1000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/vdn/ep1500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/vdn/ep2000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/vdn/ep2500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/vdn/ep3000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/vdn/ep3500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/vdn/ep4000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/vdn/ep4500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/vdn/ep500.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/vdn/ep5000.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/checkpoints/vdn/final.pt,.pt,D,old_rl_checkpoint,Old trained model checkpoint; no baseline algorithm code
meirp_madrl/configs/config_3layers.yaml,.yaml,D,legacy_madrl_output,Old MADRL artifact/output; no migration priority
meirp_madrl/diagnose_env.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/env/__init__.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/env/__pycache__/__init__.cpython-39.pyc,.pyc,D,tooling_cache_metadata,IDE/cache/tool metadata; no MEIRP algorithm value
meirp_madrl/env/__pycache__/cvrp_routing_policy.cpython-39.pyc,.pyc,D,tooling_cache_metadata,IDE/cache/tool metadata; no MEIRP algorithm value
meirp_madrl/env/__pycache__/cvrp_solver.cpython-39.pyc,.pyc,D,tooling_cache_metadata,IDE/cache/tool metadata; no MEIRP algorithm value
meirp_madrl/env/__pycache__/demand_generator.cpython-39.pyc,.pyc,D,tooling_cache_metadata,IDE/cache/tool metadata; no MEIRP algorithm value
meirp_madrl/env/__pycache__/meirp_env.cpython-39.pyc,.pyc,D,tooling_cache_metadata,IDE/cache/tool metadata; no MEIRP algorithm value
meirp_madrl/env/__pycache__/network_builder.cpython-39.pyc,.pyc,D,tooling_cache_metadata,IDE/cache/tool metadata; no MEIRP algorithm value
meirp_madrl/env/__pycache__/policies.cpython-39.pyc,.pyc,D,tooling_cache_metadata,IDE/cache/tool metadata; no MEIRP algorithm value
meirp_madrl/env/cvrp_routing_policy.py,.py,A,routing_adapter,Graph routing policy adapter; port interface idea
meirp_madrl/env/cvrp_solver.py,.py,A,routing_heuristic,Savings + 2-opt CVRP; best routing heuristic source; port after tests
meirp_madrl/env/demand_generator.py,.py,A,demand_generator,Poisson/normal/Merton demand generator; reusable with small cleanup
meirp_madrl/env/meirp_env.py,.py,A,env_routing_blueprint,Clean old env with CVRP routing/transport cost; best environment split blueprint
meirp_madrl/env/network_builder.py,.py,A,network_builder,"Coordinates, layers, vehicle config; useful for MEIRP routing config"
meirp_madrl/env/policies.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/eval_compare.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/eval_detail.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/eval_detail_output.txt,.txt,D,legacy_madrl_output,Old MADRL artifact/output; no migration priority
meirp_madrl/qmix/__init__.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/qmix/__pycache__/__init__.cpython-39.pyc,.pyc,D,tooling_cache_metadata,IDE/cache/tool metadata; no MEIRP algorithm value
meirp_madrl/qmix/__pycache__/qmix_agent.cpython-39.pyc,.pyc,D,tooling_cache_metadata,IDE/cache/tool metadata; no MEIRP algorithm value
meirp_madrl/qmix/qmix_agent.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/test_env.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/train_madrl.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/train_qmix.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/train_v2.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_madrl/verify_env.py,.py,C,legacy_madrl_training,Old MADRL/eval script; useful only as historical RL reference
meirp_project/.claude/settings.json,.json,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/.claude/settings.local.json,.json,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/.gitignore,,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/.idea/.gitignore,,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/.idea/meirp_project.iml,.iml,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/.idea/misc.xml,.xml,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/.idea/modules.xml,.xml,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/.idea/vcs.xml,.xml,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/.idea/workspace.xml,.xml,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/.pytest_cache/.gitignore,,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/.pytest_cache/CACHEDIR.TAG,.tag,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/.pytest_cache/README.md,.md,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/.pytest_cache/v/cache/lastfailed,,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/.pytest_cache/v/cache/nodeids,,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/.vscode/settings.json,.json,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/__init__.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/__pycache__/__init__.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/Agents.md,.md,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/algorithms/__init__.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/algorithms/__pycache__/__init__.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/algorithms/__pycache__/base.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/algorithms/__pycache__/registry.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/algorithms/base.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/algorithms/iql/__init__.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/algorithms/iql/__pycache__/__init__.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/algorithms/iql/__pycache__/agent.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/algorithms/iql/__pycache__/buffer.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/algorithms/iql/agent.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/algorithms/iql/buffer.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/algorithms/mappo/__init__.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/algorithms/mappo/__pycache__/__init__.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/algorithms/mappo/__pycache__/agent.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/algorithms/mappo/__pycache__/buffer.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/algorithms/mappo/agent.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/algorithms/mappo/buffer.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/algorithms/qmix/__init__.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/algorithms/qmix/__pycache__/__init__.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/algorithms/qmix/__pycache__/agent.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/algorithms/qmix/__pycache__/mixer.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/algorithms/qmix/agent.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/algorithms/qmix/mixer.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/algorithms/registry.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/archive/obsolete_results/bugfix_2L.log,.log,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/bugfix_3L.log,.log,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/comparison_all.txt,.txt,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/encoder_2L.log,.log,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/encoder_3L.log,.log,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/full_compare_2layers.json,.json,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/full_compare_3layers.json,.json,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/full_compare_4layers.json,.json,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/full_compare_custom.json,.json,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/madrl_tuning_report.md,.md,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/milp_oracle_test.json,.json,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/README.md,.md,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/run_2L_poisson.log,.log,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/run_3L_normal.log,.log,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/run_3L_poisson.log,.log,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/run_3L_seasonal.log,.log,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/sea_fast_2layers.json,.json,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/sea_fast_3layers.json,.json,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/sea_fast_4layers.json,.json,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/test_3L.log,.log,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/test_4L.log,.log,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/train_compare.txt,.txt,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_results/validate_sea_v2.json,.json,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/analyze_env.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/compare_all.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/comprehensive_experiment.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/eval_utils.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/full_experiment.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/generate_expert.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/plot_results.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/quick_compare.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/README.md,.md,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/run_ablation.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/run_all_scenarios.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/run_full_comparison.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/test_milp_scenarios.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/train_and_compare.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/tune_iql.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/tune_mappo.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/tune_qmix.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/validate_sea.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/validate_sea_fast.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/validate_sea_v2.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_scripts/verify_milp_oracle.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_unused/algorithms/iql/trainer.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_unused/algorithms/mappo/trainer.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_unused/algorithms/qmix/buffer.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_unused/algorithms/qmix/trainer.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_unused/README.md,.md,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_unused/solvers/alns_solver.py,.py,A,alns_inventory_metaheuristic_current,Archived current-style ALNS over order quantities; easier than old graph ALNS
meirp_project/archive/obsolete_unused/solvers/base.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/archive/obsolete_unused/solvers/cp_sat_solver.py,.py,A,cp_sat_inventory_oracle,Archived CP-SAT oracle for orders/allocation; no routing but current schema
meirp_project/archive/obsolete_unused/solvers/ga_solver.py,.py,A,ga_inventory_metaheuristic,Archived GA over order quantities; revive for metaheuristic inventory baseline
meirp_project/archive/obsolete_unused/solvers/MILP.py,.py,C,current_project_archive,Already archived in current project; use only if explicitly revived
meirp_project/baselines/__init__.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/baselines/__pycache__/__init__.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/baselines/__pycache__/base.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/baselines/__pycache__/base_stock.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/baselines/__pycache__/ss_policy.cpython-39.pyc,.pyc,D,current_project_generated_or_tooling,Generated/tool/cache in current project; not algorithm source
meirp_project/baselines/base.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
meirp_project/baselines/base_stock.py,.py,E,current_project_active,"Current MEIRP project file; integration target, not parent candidate"
